class,cap_shape,cap_surface,cap_color,odor,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poisonous,convex,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,convex,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,knobbed,scaly,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,flat,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,convex,scaly,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,pink,none,close,broad,green,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
edible,convex,smooth,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,buff,none,close,broad,green,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
poisonous,convex,fibrous,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
edible,flat,fibrous,brown,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
edible,convex,fibrous,brown,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,gray,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
edible,convex,scaly,green,none,close,narrow,chocolate,enlarging,missing,partial,white,1,flaring,chocolate,several,woods
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,flat,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,flat,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
edible,flat,smooth,brown,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,flat,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,flat,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,smooth,pink,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
edible,knobbed,smooth,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,bell,scaly,pink,none,close,broad,green,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,convex,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
edible,convex,scaly,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,flat,scaly,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,convex,fibrous,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
edible,flat,smooth,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,convex,scaly,brown,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
edible,flat,smooth,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,knobbed,smooth,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,knobbed,scaly,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
edible,knobbed,smooth,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,bell,scaly,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,bell,fibrous,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
edible,flat,scaly,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,bell,scaly,pink,none,close,broad,green,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
edible,convex,smooth,brown,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
edible,flat,smooth,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,flat,smooth,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,convex,smooth,brown,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
edible,flat,smooth,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,convex,smooth,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,bell,scaly,buff,none,close,broad,gray,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,flat,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
edible,flat,scaly,green,none,close,narrow,chocolate,enlarging,missing,partial,white,1,flaring,chocolate,solitary,woods
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
edible,convex,fibrous,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,convex,scaly,purple,none,close,narrow,pink,enlarging,missing,partial,white,1,flaring,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,white,none,close,broad,gray,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,gray,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
edible,convex,scaly,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,convex,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,fibrous,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
